queryNum,ql,bm25,sdm
381,0.05285852795543746,5.571651437486071e-05,0.01683215968450468
382,0.4282282250169002,0.16017131337332657,0.34023891652136923
383,0.01938001084875895,0.0005602950470587299,0.015069910516560241
384,0.20144448739275544,5.959830740806961e-05,0.2266893214476917
385,0.25673137563149395,0.026456656458351265,0.2673755238847203
386,0.02101811646769508,0.0006460324532531815,0.01641697240017072
387,0.14816941100815434,0.021303475727620844,0.14696457055198833
388,0.04880672074918455,0.001312059942882714,0.0624991586526917
389,0.019196310631074187,0.0008883163558790298,0.006287672070277214
390,0.09632297782558757,0.008367324747579175,0.11769504616512569
391,0.024595528162727177,0.0,0.06556935276861325
392,0.47930754658291,0.43576828414736796,0.47930754658291
393,0.0953284107981066,0.0031813074320741217,0.17002644799615305
394,0.09750647042856826,0.0,0.13742813134418003
395,0.13334081992771188,0.10030887242716162,0.13334081992771188
396,0.3334422452169955,0.00617911906787397,0.37058132846999947
397,0.024498859425457344,6.734006734006734e-05,0.021841158009372048
398,0.015902530905404957,0.00014793301214745667,0.01897404716552222
399,0.15096138517949492,0.14287770324485732,0.14734052887968602
400,0.36956821557755953,0.3477761788050282,0.291013542113081
401,0.007912012425179162,1.0040160642570281e-05,0.008293569052020727
402,0.04652207150760514,0.0012135241301907968,0.04251163360132019
403,0.7588129418535287,0.6379511669318702,0.7588129418535287
404,0.1473907866082048,0.0022224466741238382,0.11511733355693911
405,0.05745182296551589,0.03335906203667192,0.058680143047406326
406,0.43235289652075876,0.11765155863001425,0.4373825238502151
407,0.3178643025020357,0.06238039516496573,0.23468882379442896
408,0.13274158655641985,0.009859167835315279,0.1379027168638846
409,0.1027489222628478,0.0,0.07861569109581376
410,0.8271864460927361,0.8737603559405984,0.7417485439764434
411,0.2063121031053656,0.0073196753100139835,0.17246355084389953
412,0.1751840528926609,0.0058742462468288886,0.2720462942160089
413,0.10242097801024824,0.001414557012266766,0.05226933439055972
414,0.27810945985419094,0.008805705827643801,0.2812727931442744
415,0.22025258935343517,2.8722426470588235e-05,0.22137139452215363
416,0.36651376692158955,7.086167800453515e-05,0.37859035620192777
417,0.35881731983158516,0.2473393345541484,0.35881731983158516
418,0.12724408665432677,0.14009683402243636,0.12968234878017293
419,0.09689596166127908,0.0012299830490491565,0.06572051570625076
420,0.4076567651070112,0.011621286766306194,0.42261554755033703
421,0.04561884330377221,1.3025073266037122e-05,0.06163514824320979
422,0.21140315519499717,0.0033165072853062172,0.24481730259060203
423,0.643818944939831,0.027041074719504142,0.5831801243567555
424,0.14400917902991625,0.12140672095528976,0.14400917902991625
425,0.46584199797895864,0.3359302465567982,0.5520845978395923
426,0.03470078018670991,0.0,0.033021911437825825
427,0.1346735600120496,0.04857329196296768,0.13138050455555858
428,0.22585581797813462,2.906433692073007e-05,0.34960934623508194
429,0.3277189477189478,0.3685763923966171,0.33725998139791247
430,0.6358225108225107,0.023809523809523808,0.7103174603174603
431,0.4502253993335304,0.5064204510220728,0.4006672497795119
432,0.0013580243155614114,0.0,0.000996570087759787
433,0.1165587044534413,0.0,0.09366452732327095
434,0.37054518774746376,0.1111059637030361,0.38293640368767806
435,0.051109910634933406,0.0001226582292637945,0.11641105425041563
436,0.04746412616461675,0.0017233924668920433,0.056079663984324055
437,0.004927632537241738,0.00031746170209319104,0.0019162136597527702
438,0.2234778161033765,0.028603916451341794,0.21697619544537797
439,0.05470410985865734,0.18400116855968682,0.05576771718656793
440,0.06516685365707676,0.0003184337722861017,0.17436458606309854
441,0.6745687368486802,0.34341903889958436,0.6623366089375765
442,0.009423517207139286,0.008515635293148872,0.011906776738923904
443,0.2461787919456144,1.1453179402602161e-05,0.20990882758030777
444,0.900257104436671,0.9097199003961454,0.8949651665523939
445,0.18342309404099474,0.0009168644546652767,0.15540674399084362
446,0.18245874739465287,0.008514284823620901,0.1935373198198739
447,0.3183326723159567,0.07975541386491905,0.34817845979308515
448,0.018530325288257432,0.0027920559755475944,0.012318611394824944
449,0.06803532667687487,0.09714487935568535,0.061754596186692906
450,0.3345177907318357,0.00035951228047909235,0.3387592472128656
601,0.5023474178403756,0.0070921985815602835,0.2185971685971686
602,0.24638849548875105,0.02763306221360894,0.23988876537185164
603,0.051481776067534415,0.0005473453749315818,0.04114303721235215
604,0.09977324263038549,0.02815187478500172,0.14069264069264067
605,0.03682915157427056,0.0,0.042235214381756286
606,0.11557522180840489,0.0001579778830963665,0.17074937134019094
607,0.1865221782998878,9.569377990430622e-05,0.304955504358287
608,0.04725254737922301,0.0007575757575757576,0.05875043096062321
609,0.08170116134280281,0.0027138853049784224,0.06659034050378287
610,0.022575443199454096,0.0,0.029018826851919297
611,0.14820968110806518,0.04344585430469917,0.13285374672650002
612,0.48426097711812005,0.030005707680917384,0.5237629982310833
613,0.0820691753905614,0.0011081398646732303,0.08442371968280137
614,0.11608265907998917,0.07692307692307693,0.11407440884587962
615,0.20919240954766907,0.0014681637497140243,0.03582461963480517
616,0.5380677504775154,0.022228437692316763,0.5005271716261609
617,0.3067082990271128,0.0,0.2686777970818376
618,0.18809054930925345,0.048301209875127545,0.1714947480237216
619,0.41337140595468563,0.20980869956113532,0.34307875746485006
620,0.1176685660884708,0.0,0.226717073163159
621,0.14243545127867435,0.0003216126919925478,0.19844709626877186
622,0.13150461888387008,0.0,0.3320155165757975
623,0.25200301448919404,0.00022668110903405021,0.199914830498361
624,0.22464087323049672,0.221057972646856,0.1907535901109415
625,0.008679961307440283,0.0007052429868027484,0.02093280209019541
626,0.025561706284597852,0.0,0.02638888888888889
627,0.008729703606125802,0.005314625850340136,0.015129217217611166
628,0.15109938502623643,0.0,0.09321661334691156
629,0.10253264570784862,0.013581602572912686,0.19785792878846323
630,0.08870967741935483,0.0,0.5098039215686274
631,0.1011463692947413,0.0009913574939701727,0.1422801409668137
632,0.2109624704287245,0.00014785489992101563,0.17031835280401708
633,0.46819353808311737,0.03892241363549476,0.49457360483248364
634,0.0,0.0,0.0
635,0.6264557025412377,0.00017543859649122808,0.6831527000200044
636,0.31964077277256914,0.009712400150943832,0.3854653251886454
637,0.29770740829345793,0.0,0.3252866404595201
638,0.022010886567107747,0.0004709546266138521,0.020004906499835984
639,0.15387871201668352,8.223684210526316e-05,0.2517430888442732
640,0.18430025981451514,0.1279636190253366,0.14625821749249152
641,0.08180624032191085,0.0863787134824827,0.06569793604528629
642,0.126377678812914,0.025412569186218995,0.0327533549682689
643,0.27587575909805034,0.033839110396224996,0.22819457565769757
644,0.1190776123253596,0.11591681324743423,0.0869077771606068
645,0.1491224324245299,0.024202249205693208,0.16923380126885135
646,0.06552088271668037,0.0010615711252653928,0.06839085802901591
647,0.1272607344465371,0.05507814101354567,0.13995233388520117
648,0.06115055823495732,0.0,0.05478793119998554
649,0.7134455431767353,0.049257559623413286,0.633398466379021
650,0.08407889217711198,0.0,0.08303575758902096
651,0.037199185143359875,3.242016534284325e-05,0.027424175358145314
652,0.052277184286771826,0.051944259321496176,0.051812680451466406
653,0.23276299477568888,0.07771171874266851,0.18042548316183837
654,0.38146264974808836,0.0,0.42035828942930314
655,0.0,0.0,0.0
656,0.10709602860545892,0.0,0.12633506954382764
657,0.0190837519532771,0.0,0.031498414116196916
658,0.0973695991131636,0.0038636682362551277,0.11772759616501609
659,0.11080465549264193,0.012034352202419428,0.06192340464233939
660,0.337616134197837,0.13618650021057901,0.30082446296509824
661,0.33577514274604553,0.2797740595699655,0.3476703704811795
662,0.13827444956477214,0.16738351254480288,0.1355862775217614
663,0.07902955007455603,0.0,0.10084472129328015
664,0.020007209805335255,0.0,0.07564102564102565
665,0.2133870103885288,0.002802198503589238,0.20448227041351283
666,0.016169326856349756,0.0,0.08406272793581328
667,0.33893311410840665,0.27383711638357244,0.3824409071672462
668,0.22096085302379384,0.002177315786127535,0.18329065515220183
669,0.13880274106748258,0.00896625577044427,0.13919061099655117
670,0.10414192882171953,0.0,0.09236448572683545
671,0.21494248570944577,0.024920933658919665,0.3310829032046907
673,0.15987484219389667,0.017543859649122806,0.09100257051929854
674,0.1377832743455985,0.14190555659381882,0.1341616755088631
675,0.3445868542740647,0.0024294251573619614,0.44433979122368894
676,0.11344351906429605,0.12278792035196887,0.09341118959354094
677,0.6098131035631036,0.19733052972895504,0.5567708333333334
678,0.11875860260863867,0.0,0.10306732740943268
679,0.8964646464646465,0.0,0.8734126984126983
680,0.07251089556835125,0.0,0.07943248189038234
681,0.33530502474019375,0.035514269345791084,0.44651315772472217
682,0.18043848350391334,0.003879570980038809,0.1879650582067146
683,0.0013883433946823285,0.0009207098870806622,0.0015382148919035154
684,0.03933317231492242,0.0,0.08024723298309017
685,0.1774189555590449,0.034498441065340196,0.10154710764267894
686,0.16528834426181468,0.012683311709337194,0.1832916526578261
687,0.18836416944495046,0.0010855896159662711,0.16820212688480707
688,0.039382883953018435,0.0,0.05586319515788806
689,0.007251704509555017,0.0,0.01688434966312664
690,0.0024196591898642014,9.626492106276474e-05,0.006229307580065501
691,0.28868820406087486,5.6154537286612755e-05,0.2878496544617872
692,0.1734280690307536,0.08803251830017886,0.13252751506566318
693,0.2317980914072922,0.016842929886408148,0.19776894574837814
694,0.47329100659786477,0.5398284969990486,0.4490498279578188
695,0.22635861201317836,0.00021454225240637447,0.16739920447674347
696,0.2765319213396177,0.0,0.26449302120927176
697,0.14754645658359894,0.0006459948320413436,0.15694397268756505
698,0.07525839793281654,0.007794826812778366,0.05493531809321283
699,0.25219347544067405,0.0,0.430194975605002
700,0.1123107048895712,0.0033947688775908206,0.244854924633417
all,0.20941315128946897,0.06614508483669294,0.2136139142832306
