queryNum,ql,bm25,sdm
301,0.05385509668914228,0.0,0.05642486465501944
302,0.5835382837608426,0.15314887098823748,0.5865573843248365
303,0.21855776526008336,0.12627953921697993,0.2702663781468129
304,0.10939497655955177,0.010930836660666366,0.10838181644764534
305,0.004718114567669883,0.0,0.005028149190710767
306,0.11795400573589317,0.0005067229727954071,0.08680041963246823
307,0.22524596821014625,4.638179193545676e-05,0.18917619212396794
308,0.43860746299770687,0.08192764682126386,0.5150962024153923
309,0.0004662004662004662,0.0,0.0
310,0.14332937782816701,0.00031017369727047146,0.17643912452655622
311,0.5861501276586638,0.0003539294052271129,0.6656527410327645
312,0.19090909090909092,0.19090909090909092,0.19090909090909092
313,0.7932362595882194,0.06273091725106184,0.8147308631077289
314,0.00022006201610209132,2.798925212718316e-05,0.0001908323346607262
315,0.01323149906309477,0.0,0.018743265857289047
316,0.5698069854403105,0.6420759512498266,0.5698069854403105
317,0.17423172218652547,0.24399391729102685,0.18678474324928704
318,0.015141703927100932,9.536161122978334e-06,0.011217684442414413
319,0.04437651429221638,0.0,0.057688933555260044
320,0.050545158059838925,0.009074074074074075,0.029677010959468748
321,0.2957130190383228,0.01995803890942044,0.23208746584592416
322,0.004552981248260168,0.0,0.006715204737467201
323,0.20142487522408556,0.0017642274151435193,0.16730118466566135
324,0.5450427142383676,0.07311601199858649,0.5077750441294644
325,0.057967345459705916,0.09897986932418455,0.0516525188713503
326,0.6348784574003278,0.012401812882095997,0.5760851188509654
327,0.07110325495716131,0.0,0.0756295515744221
328,0.683657059314954,0.013146039507684247,0.7402133922001471
329,0.20251228834687235,0.011924321194837911,0.18636415396919073
330,0.1270357334537448,0.022254396615571236,0.1490162927034707
331,0.17979108155434315,0.003226238223176374,0.2887354229286861
332,0.09493824394826893,7.283411390869266e-05,0.12505640393118958
333,0.3292178185497441,0.34875117488604473,0.32619808562460006
334,0.2924731182795699,0.0004516711833785005,0.2776997272338887
335,0.2942623998276995,0.23841532102011173,0.3462188811629748
336,0.09745559539410852,0.0,0.10338246589505364
337,0.2669509721808484,0.014743462033558297,0.27092911184078405
338,0.4801393211797836,0.0,0.3788167938931297
339,0.4293030474360398,0.07324396503208938,0.38731615923063295
340,0.1637946519513693,3.500665126374011e-05,0.23891658134894736
341,0.2893217464689943,0.0042598597144551205,0.22327666004528532
342,0.07790342123245597,0.0,0.07025423141909798
343,0.01329956170495128,8.696022750177665e-05,0.02185665614045873
344,0.05889446592510221,0.0,0.11773907159165786
345,0.10753926591567349,0.0,0.08829236983775089
346,0.007197411529110876,0.002192954939755942,0.031760332271416995
347,0.0370143674635282,0.015008217616007602,0.03972162349380943
348,0.8099999999999999,0.8099999999999999,0.8099999999999999
349,0.10336844802783829,0.0829456729233411,0.10336844802783829
350,0.06505575672791482,0.0,0.05555034978420433
351,0.39472849117913916,0.21329553597414597,0.12888402090432918
352,0.04743580787426648,0.0002447015721443391,0.04579018350177769
353,0.3044949179768289,0.2905048617088467,0.29958934063184656
354,0.050084360751553876,0.021864795633340966,0.05347960093042179
355,0.1427454893553928,6.734006734006734e-05,0.1663380476864438
356,0.011558806080275996,0.0,0.011684318589689434
357,0.4044370628977524,0.009458073481087948,0.3872912632671815
358,0.0892699248992808,0.002926188982892385,0.18447414057435296
359,0.029241992055925498,0.0014486352134397413,0.022336491241661705
360,0.566252692537122,0.010902753179360944,0.5618293536914073
361,0.43030303030303035,0.0023148148148148147,0.3991301907968575
362,0.15840663596811838,4.203446826397646e-05,0.22841038670791966
363,0.09530084972043341,0.0,0.06165349709649173
364,0.5437685936912391,0.5293666723620454,0.5437685936912391
365,0.7768523655080798,0.0025348484234325526,0.9583949217812718
366,0.5290908808437197,0.0,0.5573792516241026
367,0.0647206061304926,0.06454822188990632,0.0647206061304926
368,0.5141857379331899,0.0,0.4982193533716685
369,0.2737461699725851,0.16153846153846155,0.27449654730817286
370,0.12125039734622638,0.02348883882384609,0.12784766292558272
371,0.0019696928066926657,0.0014005602240896359,0.0025026419533944436
372,0.0776168704351737,4.114549045424621e-05,0.05592988348981082
373,0.3702377462687805,0.34671688520415067,0.34823808391737826
374,0.2984924187627906,0.2364782795606011,0.2292710648337541
375,0.22982252799409122,0.08670964253500277,0.2435245302549971
376,0.010996285433693898,4.5305383800508885e-05,0.13129569570646318
377,0.32157202183420464,0.40556423519314605,0.2339183904687989
378,0.007757492453340868,0.0005781379987607556,0.007049161897187757
379,0.022171688871656905,0.07033903465478428,0.022171688871656905
380,0.16090664347322944,0.40722806640717085,0.1616437523791334
